erd;proposal;vote;power
erd12mptp4tqwtug5jaff3fequegunx0lcke85gck0utu3pt7hjd8wfsh68wqh;01;yes;13293405
erd1q0yvt7tjzsaystugnjjd46a2903ys8m0kky55mnkpycnklm992zq6fp3nm;01;yes;1199190
erd16sqxnzqxyrytc4wjvusfsjksu2swu3sxuq5uz39qf35kycck8k7qgm3pe2;01;yes;27082388
erd1yw39navcg6tuv2jcgnckskrkv4lxlsfh9lgn0jw7e9kyvxnx0d3sglc0hr;01;yes;72816221
erd1uzhkjv5uz76gvc6pnmdjqrqqlykjr66v95jenym7l4vfu9d99djq6a0772;01;yes;17447948
erd1v93zxu40djh9cnj4eclesw72j3xdtg5fnllmgpqng487pm2ztx3qq85av0;01;yes;510000971
erd108xy52fnmh8x95j22dzgatxhustgt0njh8w0zn8mprr2t60p7g0qfcwmpj;01;yes;52044783
erd1acm462s4alrr57n2r30gn5v6ttd3chg26jd496s8wsc5wrvq3dhq4jv8ct;01;yes;2979109
erd1mr0mlflprp9zdue0m5kpcxc0guduj44n3fqgfx4w2x2aqx73szfquv9t9f;01;yes;23494230
erd1hcq37uce7fcqmmff86yjs4mljf58hdythm6l40a7uwxhs7qwwymqnpwlcq;01;yes;762024893
erd14ln442jwvr34mgsxq3y5r7fppj9j67xjt38p422g5sqmvldke6hqgdsmd5;01;yes;42858670
erd10ewm6hd24juss75m6xxpxh7xkq38gs5tfur3trkch60e7a7hw8xqml8rl2;01;yes;3705763591
erd16qzuszjwxkt8yrhdw5787mcue2vfse39jj7lusj824twx4jmst3snlg4gw;01;yes;514851575
erd1fxhwg3ueajzacyeer0pp4tjy3yhxje9d07z66z4ujmz8a0rq43dsqrtw7k;01;yes;183281841
erd13sg9p8tcafgv5yy29tl5s9wr8r7q0jwtvuzm90ajgpfmd9ausq7sft40h2;01;yes;33963342
erd1ckkh9s9up08za3c6jhefnmkax3xxhvutk4dzx4g5mre696hydafsczjq70;01;yes;500452
erd1nyyh9cx2yfz2mv4l5wkagrhl8dmmftk3twmaw9v932a5jyn2jm0qr8jek0;01;yes;6139655
erd1ulryj6rqgn2wkfutj3d3qryzgkcf8nt494mf22e82y7mxrwm0m8qwfkf04;01;yes;7678622
erd1z80y9ksmcmzutw3zq05pysc8kw57p0axdpfk04288q62x8g3l0asa7rm8s;01;yes;79216615
erd14znvjymchu2g2rv5u4qw37lvagw7j69l2k7mfd5cd05e9qr98t6qk54xca;01;yes;197865889
erd1gs5wag2ngnmewsturpwapn0n5zy28d0tp7rqvkyhsnkxrukt570sm33xyr;01;yes;16520136
erd1269du6cu9xq4w6upam80r3l52aczlyyuqsh6kurrea9rchy02ueq06y5u5;01;yes;2621179
erd1h2cpvrtk78wm5mujfjy5zmylxpv3cj5ps7qf47arve07yq4l0j8qlwd7ck;01;yes;27781851
erd1qk8ygpcven6xrgqzj5z2lc6qhpm2vng93g6uynu7sqsl98dxfvfqqv8lks;01;yes;30220090
erd10xgj0esuduwf8nw7u2j6c72tx6m5g46j5x82eqsu3qapylnn2ugq33pyje;01;yes;282384491
erd1revc0xqmv6d087eljmva7vlphekgv5qkqat8vu8g2z3cenyxy8rq4j43vf;01;yes;13072373
erd1wf87mmfm0xqta9qe9q5ezxdllt70vlxa63qzx4e0s3gtrg3nfl5qyycmuf;01;yes;429728818
erd1jun9pluacfuh2382mc7sdarc6huw3df3f3m34q26y5mj6qvsmdsqvmrajf;01;yes;51907540
erd1nd3rd2gyk48lqv5dw0tc88sy8h352mc3kj3f8usxgpl5wkrfdpeqp7qmay;01;yes;25076560
erd1neupp23s50pwne0xhkzr07tx22a79yeke8f64gsayyuyq42lgfwsp8sgmf;01;yes;149870777
erd1ycwknxyaxsshmwy3etf9xrkl97n8q0985p9mpaz884dep70ev2fq65mtmx;01;yes;623943994
erd14x3ssylhjvpj79mk9skghwx3nyxnu5z94clgllvxfape2j7avajshgpksp;01;yes;719869493
erd1k5hhvpgr5r6whr47kce37lutlqy86ty2pz7gxk436kumvwqclhdseluw5g;01;yes;19218291
erd1x07udkl6w8dql2s2sdhwua0mjrurdhzj9vs9kq42p2ze0ydgyckqzplp0l;01;yes;180224882
erd1ay3fxzc45p5ct02spkjp7udpllgd0hakfacqm54l053t0ea70ykqw4aa4q;01;no;42553287
erd1n82mtj594u2n53xl5cvcf4jukq5tycymksx0x8fvs9atsxkstfcssaqjxt;01;yes;17112709
erd1z8ncnrqtqx63er4r7ctu66gr75k6wdrehss30ru0fqejv8p8f3mqqnxum2;01;yes;5319
erd15j0jqegy0cy3ctphm8la7m8kh7xtkxtk4x2n4wm78rmg3sqqhc7s0v8yx4;01;yes;32824180
erd1zal8mwkmqw6w05chufpnf5ltttf9h27h426hjgm2jq8vp96jpj0suue3zs;01;no;808630566
erd14ph9e44wjrwxzxhyxnpye548zmpqv2s58atcr9l9yme2zkya3jmqp3gn4k;01;yes;14492727
erd1g7hke7skze4v8v3hs3kmj3r3z4ckgcr6scjc2lne8hahuv58zn7s76kq63;01;yes;171881291
erd1770jpvxsdctegqf45gzct0vljlxezu4jmdsjr922afxdkhrz25gqv9qcsw;01;yes;935016
erd1n9j7vndmlxs32xr55prpmdt93yr7hlhl5q45zuch3u40pkahczrq92r3qs;01;yes;1261366
erd196ccy2ez0d8y8eeugeswzl9k2ddl2ms0pe27z35w8mpua34uytwqstehsr;01;yes;2657191
erd160krswg3nexsjll37tvsuy7mtth645x3qtr6wg8lh4lheer674xqedksqz;01;yes;27903836
erd1x4guaq6j23cs5mw24h7x06nwgln24zte74xu7au2q307lx6ycgssktwvpk;01;yes;3867692
erd1cp87gv6e8w7uz7yrl58963dzdnehvue2s9j7r5r4tt37t0zzzqes932dhu;01;yes;3526936
erd1yh29pakc5wr8vml7drrklnvqpkpx8ahyl5a5c8qax9ax0mnrpxysek757v;01;yes;89576723
erd1ss4j03pcjn67p32ygjn4efd7080wqccjqutew9ttmyxu9gt6qf7sjqdh2r;01;yes;60653486
erd1etz2qmysh5vg79z5k07f4gd4ukyvhtl9r7jnmeajfgk249gma8qsgw9yxu;01;yes;15075310
erd1u9verdvctmspj0tqfe06kte5tw7pyakxm7vh2uwmle3d3a2f5dvqhc3zft;01;no;119943802
erd1dulxptuz54x9jzcxmps834lqge3lw7l9hl4x88wc2wr5upj62yvsvx5ghc;01;yes;31617125
erd1ug4t2r6rc84fpq0fhg4vg37whtj79ez0qc5w5nvxvcglc4lr9ces5llr6f;01;no;12229766
erd1fan7t623rz9rfjf8ygj62v3uac2lugn8j3kx6l6rmursc09tx8lqn092qn;01;yes;21730960
erd1qygrkse8a6hnhzs9g82ahk38c8adjgjwwq9elvsuf79kck8p8mfsa2j8ef;01;yes;37579372
erd167n3svs8dge033v6a2wnfrkakqkydc2nlw683zdkgqtujvmmmfnsdh9mtj;01;yes;40821958
erd1v40vvcddahqjyt69rmqzwceqwk3v9pkxd7yhja9av9vlztvqy3js8xn5r6;01;yes;469286
erd1535u6yz02jexmnxqsfc73n5zdwrhz54lxhp6kmx4krhsay4u497qlp8g9r;01;yes;15022619
erd1g5kwwsqrpdfwlghf0y0vyggaw97ryuemrgypp20lcksrp9t6jdhsvky7gz;01;yes;293422360
erd133ut9c5pph4578w2m92zzsm2z2dd56pa05cpyvzl4v6wj746f6mqu28yql;01;yes;37140629
erd1jrcfthv48wdpqtavduwkqtcfd9rj4yrv5y3cc4g4hv25uhquwgxqjfs3wf;01;yes;94375578
erd1wp6eqmjrwj7gsql4qz7n3mrl43tsl9j7tpp4ghl8uwvr2rlg9q0qxphrdt;01;yes;438015
erd1xsuxumv2w897wt7r0vrdkatk3pnv45pvmvcma3u6davcaf7wtxvs4zqk5l;01;yes;2141806
erd1jv0u8ul2nr04mtn02hpdpgkm0hjfr80mxxk4cqqejafzhmzakjcsplhm58;01;yes;598012743
erd1qtjdc083c8rltvvyf5htf9grln33tjptazkqmjcvgnmkazcefw6s3nyrcz;01;yes;7672995
erd1yhkrkj6z3rh7e5n25tl28qjjgykwrjf9yht4qlzw5v5ph6xyc36q9qznzf;01;yes;32475742
erd1yy64ysgmwtpm9herajezd7nxvqexld5q8nztkghynglgc8d0cmgq8g78tj;01;yes;70501433
erd1jzdzv9wzr5j6uva98ca9jxe6q9syt9ztg8422uuawacej8t2h9asgy7kce;01;yes;8097436
erd1dnz7s0hzxyajz43wuzcq7dtyac8zjexumraz8l3nk2rt303h34vsdjlltw;01;yes;4912528
erd1uul624rz9naxmunqf03n9yqd2sm60m04wc9let49a0clc4m9dctsf27tmr;01;yes;1374263
erd16cf2fc03y7caqml7sk30ujgn087c5ycuzfynhk2cagk8yx6shwhqmsdqdm;01;yes;52248241
erd17hcx3fzd0gzjju3efwg4vql64rhs4mt7hqsdygs3dkv58s3vuzjs20ap7z;01;yes;235909456
erd1m8g5uctk8da5924acg83kxk88fa6pl8rzqkh63y65xjmvcnat2yqus3ff9;01;no;4009640
erd1fctmwh8s74gdydtdvkf5a0ckrrym47c9jc496a677ve709p8pwksek8z7t;01;yes;233576963
erd158ztxxg8acrf8x8d7mgpcpt6myns0la0mtpk0fh3mpe8mlj2edgsmvchlx;01;yes;5028638
erd1ev25f0xte6dmak5egus2s2xlrxpqfndmj6894m8sh5wtfz43t85seg3u4n;01;yes;5915183
erd13pht8akh0sy8jj4w25zq28e0mes5me4k2l65exldqua6fpla4n9sv7ur8r;01;yes;990132
erd1vjp2svmwez8qpfvwp0crspak0kzuswavsr07l069r7vytuvyg4rs69x2n3;01;yes;27821846
erd1cpuyhln9ftfsy0kuhefzlqm2ul0wh0yj06cpw5r4k0vx8ltx9qjshdha6l;01;yes;131271327
erd1zcughwkr6h4fdunz7me7epxk2twlh5vzer23lqe4asqetzwearhqs49ch9;01;yes;4485269
erd15lywn57e8e7u9fvj9ccd2atkszzch40dphu88la0pjz2c8cdv0zqa0rfc3;01;yes;86705666
erd15k7033g2uw00y4lnqvlchq83wu5rgpv275w53jxac95ds5sd8k2shyhgsm;01;yes;56541945
erd1vjp2svmwez8qpfvwp0crspak0kzuswavsr07l069r7vytuvyg4rs69x2n3;01;yes;27821846
erd1e464cugc3eyanffn3qtqkw5qpjdlqkdc3klf9r506k85zyw3w54q9tn6em;01;yes;24714429
erd1tddq5awvry54ygm057v9a08mpsdmymjhdaz3m4en34lae64lnw4qrfcncz;01;yes;2619957
erd1hqzzz4g5w0qqdjcyjtv4gt75mkm4n0tcr8nc95cszg8gfhg8wxzss0x6mt;01;yes;6309604
erd18ufnc7n6naanzpjmp4g0yau5k27nn9v7svs6mhe94qunmj40scdqwd4dca;01;no;102644639
erd1g9lj48ddvatdd3dv5sax98nggy29qx7xxny9mtfkvfud955khm6qms0zhm;01;yes;13569497
erd1lznxx3465lyhhjpk6p6aefd4wltrx40phqe0lra3te5kgw0t65lsu7pqad;01;yes;370488237
erd1m75nr6mdt6twm9kr7scxp4v0rzau0m8z0mg52qkgs6gqqcqk8feqpds4v5;01;yes;820083327
erd1esze77zuyya3txj0d2q7fumyhmh6vtnjwfn5exasp5xk4ux9njusutt7m5;01;yes;164404971
erd1ljathyclmh446hyy0dw8lu9unt2sajx897q79nnw0qdwjg2v8v8stxxkjn;01;yes;12887433
erd1k5m4lqsdcag7k47qfvy4st8n2mzltzx56kfms3mve53xeetw42fqw84lxy;01;yes;2081265
erd1dqkq9lsjqwv25h2jpnwfs8r5ecm9wr772udf5wm5x2heyl6rcyfsuzw3s2;01;yes;288019
erd1gtg74qvxpjup9et2jcjkqx2qn246npuyuz3yy626yyc4xmycs2sqhgr8yg;01;yes;27592
erd194zu0c4nwwvmaaqqcruqdy6su7axglk7dlmgfmv6mdm6pw349qrs5ucfy9;01;yes;7572171
erd1k57g7lz04avwgwdhszhlcv7yu35mxsnpqk8h6apdd9xlw3xs3wrqm3vyy0;01;yes;55981886
erd1ppl69gakmsanxcfdvmqufy86az8g440vlwtxs9tygxqg79596yns84wt8d;01;yes;37522796
erd14sdnngnk93ts79dtka8rr6jkx5xt5herjvka7dc5yu0v8q8fe4kqwmm6aa;01;yes;5057039
erd17mu04za8ef0u0a3lg3ggj6j4qv0cf78ysqx2rzfgs3qzx8ke36nqqmr8p3;01;yes;23976237
erd14kddt6d87jkwwf5tjv70dqelu82wnsnvsjtdxl9es32k84hsw9zq52zr75;01;yes;677111430
erd13swa6wp3sjf8562x93x9ym7cm3nvsele96zn706uhs8vl86j20asadene4;01;yes;9822671
erd1klezqdn5ahgy05hmrpk6mylqjcu4hhvf485ajqejr2p7afgrzwfq00ytwc;01;yes;82063707
erd1ytdwwt0e258nzdgrjzn73h2z89tda4sp0tc3pg7tvpc8p569xqsst8ll7d;01;yes;990382
erd16gjpdfr9jwx72jkdnyuu7uy8u8yr5x0uqlpafzslvrtmp8nesc5qmd5tdn;01;yes;74209875
erd1shh02atkmftlx4h8xx7akcrd2003pe0tkz2qr29sju720wj5gulscz62rt;01;yes;47701154
erd1lccgs6ruvstqd4a3rqtu94389dd4muww79vx3th86hlldvgkn5us53zxru;01;yes;318371801
erd1ksw0nu04nxdhzn3y2jqr8zpd9hy0gs6ckcpg9s6zclyhd24yzw5qruzrl4;01;yes;59277043
erd1dfw88ryfdzqjusqmzuje2ud5ntwvkfv90lgzn5vu22dmf0as0fxsspdksw;01;yes;2230700
erd1kmv0cj2qfq8x08u8a2nn59np3aneszr8hlw6fzsaaq9yvwf0j2jqungvcr;01;yes;6212619
erd123c8wf9rzpspvw6a0wmclchlufzna9fyn3cvqewex49t38es26wqvmeju3;01;yes;37155683
erd1963a3ns6kutkclxgezplurxp7fygqsctaavq7y6pkknu00jnka6qv7vkcp;01;yes;6000
erd1jaauqjx8dpshm428ee5a762jrdqzv26sx2uyegzy77dwn9caqleqvf37g6;01;yes;10146144
erd1htmgfmm5d22ue4mmekpn3et8e8pju8v0np8wsz7p84ar9nzpkszq6qqkeg;01;yes;177120197
erd1wwecvyzsxvmkuju6nrz9y9uy34uxzhsczcamkw0kzu8dcrkq9xhsy64r5p;01;yes;22911562
erd1t55svdqfgm8mjxm9y5kfcw0hd55k956t2249twqh342drne3xs9sz46yfn;01;yes;19619773
erd1t3purxcpn4hcq4v78vhjngrdpgsg47nv4p5rtsaypp8gy3zd4tnq4xca6t;01;yes;285559
erd1hnaq2s4utz3g0d99w5xwrldujwt4swrtx9k22zmajcss9n8lgpfsh4wuee;01;yes;30664351
erd1slyfmymmaamjyzpnysmrr6lpyy0w8v7vxzqlfcwd52dfalu8aaxsjgcvgt;01;yes;1903968
erd1dwdfe229asrmd6e79ektparkly6rd9y3nh2susz5c90w6j6rmyaqfvgm4n;01;yes;89393093
erd10reegt9ql5wcngt8j6vylcaw2cffgvsn9j8tuz9h7ffn3s3s8hdqryc4ac;01;yes;41093808
erd1f6jl4ydwhnw3hc4mqz4wvrms96pzhudm6d7p4f9pyhtltptgxv0qwcwypn;01;yes;101071948
erd1n0upmddw7hfkm0tfazdzkx6k350h3d4m7rf66xg0deen6pgw4vtq2wpwuk;01;yes;411140701
erd1t6jdyh4xryhksjyn8nejwgztw5cpgdn5v9yy3yrfq09tqenvjzcs2dtq2a;01;yes;20534025
erd1f6dc6mj83wxvgd05gz8kw5ene0yy6c44auxparfq2qssl6vzw36qsrhkdc;01;yes;17484475
erd1p6lgavpc4m937avwn6wm96ksqvtk0sz8eag42mm4ztc9jwy06rksdr9jnh;01;yes;474460449
erd1qc0u7fa7wtmjg6psjk3nefvlu2s2qkkh9xdchq3jf84cz7em7d0qymzcn8;01;yes;10221757
erd1cuzz0h29w3u5s2akpz0wxjnr0fasqajfp9rv7as8mjgtj66mejdqpury4l;01;yes;56007652
erd1dcxjmpzh2p7zfnpdqtxpfcup6ws6wkn2esegrus9k47qg3a2xa8qwsjcds;01;yes;4028291
erd1j30p4mf94r7qe5p39wsaqh58vgjzvepvk8excs56vyatlkl5xscsrskf9y;01;yes;17666
erd1pvpfwjt5lt8ypkv3spfea7xkcjfyn3kk6a9u82x9jgn27cc427zs3kyqq7;01;yes;24265644
erd1vfkelkttd3pku3qvecemw2aewx0j8pzu9tsqhe6x2ecj42k0cexq96hhj0;01;yes;1000
erd1sedrn4mf3lzuxd84w5a59yq9mu6jya5xyx32nthqf6xpq3uee42se85mxq;01;yes;8069361
erd1hrrq770g7nlu8c9vkwdhv48953hzfeqps8a6sljet4854e86wgusv34r25;01;yes;6194889
erd1jtzcssc2uvs0kpuf3waetdeq5lzrr7399lzca2wk67c84gzv0ztsycj9q2;01;yes;1392322134
erd150daduwrr7phwnrkyksc7rvhu0xrw7r37akehrjws4mf2rsh23tq9y53d8;01;no;23849428
erd13wv4s98yz2n4euk6wa8fn3cpxqty99hvprjcvlywgfmkhun26tkqd6rzpq;01;yes;204440954
erd126nvx2sjc20vqkns2c4kst3r2v0a24kaa8653k5zf4kxqzdzkvtq79cyd8;01;yes;12084583
erd12ggcu7qjfhkqupyhnd3vzy3g5usrd2gxd94lzhc3ypz6y8smc4fsulyhrv;01;yes;75600696
erd1rhgzdnat8tjwydejlahekumyau2a7vv66aps4l43y4c907g28a4qu24uaj;01;yes;102527738
erd1dy42vea5fnapj54yh7scv3af6djugf7y9jdknrv55zgyjm5dqkjq0d849p;01;yes;12317421
erd1r4edgdx36t2zu702vph3a0s80rs02t90clcgr320w3cjq78ra2cshkdv5u;01;yes;7174118
erd17uw5k2caxtputg5xwvdcftnxhhqwz6aznjfz6qv0zp0euzyvffxsp0fv48;01;yes;91398479
erd15qe7qemhjs5p4jaxet9trkdz2hhlfcve2mpsv8jx6yy3x4fcjk5q6pdeg9;01;yes;6372918
erd1p6pf7lkev320w4g3cpr98kywdutwknt2gzrlryamcckwx389j40ssynmsx;01;yes;3546914
erd1nrssl6l5kg86n4qmh2ewwss23gytd6gkcgny7ulse0knnp09jajq6yuy0c;01;yes;19981313
erd1ptncve8v24a6la5quwq955sgfw7wvfvk6htq62fc2s3ja8e9sxhqzjp04e;01;yes;1731391109
erd1f3qhhjrp02wzkhvwmvk05hrh6zm8rhmmp8g3dvpg9ugv4kjj66uqf3gydu;01;yes;2992450747
erd1uj5hy9u4ldvsdhu0ysae652ckcyn3lwsnedpz8w73lts3y4cd0kqzyje0t;01;yes;10530028
erd1qjqcq9pglgx75jrqpgmyshj5weh8zm45p0xrd3h3aj6s6e5zevpq7tmsle;01;yes;40563862
erd18wsg5dhj3p44gmzxkht2swddgqcn28mvdw2dqz9r7s2y9346en2qamefyc;01;yes;2745305
erd1ywlarn20y7y3h2ljefsun2hhdu5zw4m7upzwtca5dmmrnhaj5acsyxgc8r;01;yes;132666150
erd1sngxqh42qlc9ernz0lq3kvlxtepe0n0tquvs8kc8yucx7evnhjnscmj0wz;01;yes;29007638
erd12fk0hzl9plc9nyxhwxzaaqtgn0pzrxm6xxsjccwr30lywaalvh6qjs8g7e;01;yes;16490179
erd1hm8cr33l3agzyc384jm3c9wcuker8tmhe3s6eelh3pyedcusauqq3w9lh5;01;yes;82439073
erd10339w8m0k7fdfgetm3dsqlplgxql42j58nks4ewvmr76z7u05c5ssqpam0;01;no;149187566
erd1nsvehzunz07s9hzujpnw0fqk8qq4ues3rwqxt4wwylnkefw5t7mqa4dpe2;01;yes;2795256
erd1pcw244wzk4wvxxlhnfdkgpkxnea05f4g5g9tv25r2t95zf389xyszkugfc;01;yes;23661731
erd196yp3yla282660520kea3eprxg3wzeuefsxmhsvrkfyv446rg6sqelnqul;01;yes;26178042
erd1w4v3enr9dh9fl9gpw3g4ud8xh069knxd42ae74lnjtyujg29zmxsqjkaee;01;yes;3425706
erd19s7zd075dc6j2a39mh26r5rm2rwtc9pxp2g2fj5psf8vj3ycpg0q5fprem;01;yes;12769328
erd10lxdjwtv08yu277537e5meqak4n35qynz509yszegpzdyqzvtxhsazjags;01;yes;63908409
erd15t0mx8kngz4qs7rh095fdacygsluuktt3fekewv0zjjhayv6vs2s75ak9g;01;yes;27448690
erd1l7f4hy7vln8r3670svffgqlhl5annzepjuwfucu7v6tsksncu4zqhhveph;01;yes;31911239
erd1nqslxt4c99fzn402dm3yudfkj7xwq52mmak3r97f0fva2g6c2k4q8up8gn;01;yes;31406145
erd16a5x5vrxr4nny0y49jnluxt2wczj4ta24jek6mqh8gjw8n0dwcnq67qtzs;01;yes;1229484
erd1ns7xm9xg8mea7z2uj657h8cnk3qtlp6vxpu7uekaumz6lpzxdfvqpu4265;01;yes;101921253
erd1mjckdmzl4rpfq83jhcregkrxvkv5k0ns5rw64cn98j82g3x7yf6sadkwg4;01;yes;14667420
erd1r64pavemst0jwrp8452kqq5spj2dluka2uxtj2gn2h6agqsa87gslg2rzl;01;yes;17203496
erd102t6qz7q9wk2d7q94h5xgapnzvs57hqrjjyrw23vecd2w7vhtgxsltt2wy;01;yes;5688599
erd1kkr4ulpjyf3gqcczfsch5hlve6h6gakywjttshu6qnj3u4eyqk7srcvnps;01;yes;142211244
erd1m7w6tv8wlu8rj99yzjp4ra4u8de7z97rqtszuxyw559wj5rexn8sq58kum;01;yes;2658409
erd1rtjsvnr3xxet4gglyv0cp0vsnl6cuf47gczlvuqnjq5k02s9690qq3djel;01;yes;14261592
erd16vk7yjj24m5cydcwm9z0ak5ga8ev8pwlthrugz38h4j0yss67r8su6kaz0;01;yes;19897546
erd1lz3xqlk0tfu307tc3wjn6fj60xps9yy82nn5l989luc7fvxxc78q6farrh;01;yes;14175370
erd1kr6xtp922007g0jw5kxmvqxn2ptf3568f6tdaakqprednaxsdusqxv9qsr;01;blank;436655482
erd1tu9uz3kuhkg4mke23mls29laqd0cw6hh7xq4cehw4efmx75pvqkssyeulm;01;yes;48242436
erd1cf09y3sqlfq3hfsdfa2d7wcevhagvu2z7343y0wu42g35cpgjc6stlc4tu;01;yes;223459012
erd1ll5pv4p8anypencyzw6mcgj9qpm7a0u92qwwcr8wm9u78l9n7jcqh3ms9l;01;yes;78883335
erd1tl8jq8pvuhx93d5xwncf7vdgax8nxskq9u7f0lwdkur5q5jukeeqcusxy3;01;yes;20093168
erd1f6xrghw6qh7z9lurqm5pveja4rcakkr7nx3hq6mam7ytwjtgra6srcjdg0;01;yes;14417905
erd19juukeercnpwklgeptj76gqmzajg9hcsp2a0gq4cgd7lhnu0najq2gdwx0;01;yes;36681547
erd1et98e3t936gmudstqy7t9fyyrmz3rzuky783q085qyte3padh0tqlgey4k;01;yes;140177
erd1py0vf57ltaz7tnzg9v8nep6yqgd76nkkyvct59e5kle470t5999saps2xn;01;yes;4772167
erd18qk8kxpl9gqnmv89dgkwna8p2ljwqayqljglrl4m7f978l9hj5tqrdn9v8;01;yes;183952856
erd1um7xy5sf33s2uftgcahk46n7rfpztv9pafxwm5gcqkghwcvuczzqmfsyus;01;yes;2079512
erd1yf6cunme5mswevl405ja46fgusq2g2vzmdkrrdyncwk2ggmgasfqn4dq49;01;yes;59624546
erd1u7pzde7539k09a4wtehd0lhqty8m9vcl309fs43lzy75s4ry52sqryx95z;01;yes;30835280
erd1gr5cwxmtju9v4x5kqejyfhvdg59607spm6kcvsmgj8fjdtjzc98srs7w29;01;yes;5228906
erd1zvclwk92qldf7g2v9zvnk6lw4srnj9ve0d9va5z8xucdfm6x4yysufu5za;01;yes;24795436
erd18kgqdnx0vnzdyzeqa3lsye4s8s9kxw0ql4mrkgze7t4wnzf9e6eqcjtrn2;01;yes;94441321
erd1fzrvutyafgvnn0njv657f79yy03jsmh7ce8alepuzuz6465jzr5q8lxzl2;01;yes;165869242
erd1jgsywh43u23qzrmqhuy27qyrx5zf2g46dnjf6v0zslqvp4g99f8qld46gz;01;yes;276073314
erd1t0fvz50z6lyfep5dmv227v8fwnvszl5mlc3ey2fdf7g6n34euq6sxr8jmh;01;yes;214069629
erd1ju5fxhtdmzyr83wjdhuhyht2w0qlgufvewk6kdew5kg6a8wezdgsnnd2ln;01;yes;402401105
erd1yk5rvgpn6ckrklr0lrxptg8s5mfheg00ec0x6skcyjddqp3un2ss43kz7c;01;yes;11587113
erd1tdyls54dlvphlmntx5du4ak326dcv9adu84p5jrt97gkmyqe73wsyhcjyl;01;yes;71515619
erd1z7qwur5avyx58v8wmm72xf2uh63t64s5lzl0ry5u0ewftpv82z6qz3thzy;01;yes;62883268
erd1pkyqxu9tzy90xdyqct87s6guxfvvvjwtulr8zll9u8c5wk7490cql8qsrc;01;yes;64587459
erd1yzw9pc8xfxxwl9z6hl2mytu6j20a5g0m22gge0c8q9v05xagh0yqtq4k8m;01;yes;2560069953
erd1xhpyv23g58mg7jfrksj4ak7yqtcs8ww6jdnpuf9hth486ksaxueqagwpr4;01;yes;72120083
erd1m4a4j8t5tafr3mpkn3h6kggdy3wrzw5skra5uzqs3mf8zkzjr7sqnfs49p;01;yes;1060552
erd188tr8u4yv3rs5jgvskrrw5mvpva4qenpjw8td4v26ezh3wmn6hmqmnrr55;01;yes;19127305
erd1vhdlvlycfelmypfuhzk5kvygtzc8afmjk6jkkjppxtzpvqhdme0qn48z9k;01;yes;19407247
erd1kdceqyt33mlqzgm3v498p3nln00c249lyfrqhjm55cxnmemqulvsgmnfra;01;yes;1405211421
erd1fr40rg3qga7k6jvl5p3xsz6g43pl30es75at4aqmfm9a5hn7338qzsx46q;01;yes;571561
erd1kt4c5zremlr69h2ku9dppvgyxtc9yw93ujkpeddzkdpq9u6qmq9shln3la;01;yes;50136681
erd1w7w96klh8jegtpyjplwvx2er99cyzc0jpkj4x6trtzar7j5aa7fq4e8gv6;01;yes;14942327
erd15hpfnwzlafw2cdp6p6efysjes6gtscaldzsr6fmjjgjsx2fj3dnqvq2wd5;01;yes;74821021
erd1rec3tcg85ztv0jrgf4sk7jar0gf5xgh6cky44w3kn92zflyd0f6qwckhs5;01;yes;19980159
erd166tzftw4fvvq3qhrzh6fumtv2fyjnuwys02pxruuelg2j6vnn4dsmvnvwu;01;no;57720551
erd1cvjvqzp5ufq3zhtc7kkmce6ucpyzxxm92mltn9ws22guae5sgyqsfcw7v0;01;yes;3035143
erd17zx3q725jepd6l52j7upm4urcke2hjen2wwgwcgv4kyyey7tj50q4ye5rm;01;no;113634876
erd154lh8kml8l4fgz97cwv587e3dnr6apa4qhf0jfmf6u8sdvwaf2sq65lazp;01;yes;181988227
erd1zqxqgg3a5ztmd5u08gse4scxljx0p46e6d77z4cd7uhsjp24qy9sn87v5d;01;yes;498875
erd1wmgja3ykhk20llax8wspz75mdhyfnqxw89nmrak47eu6l6tvhqvqheaut3;01;yes;38124188
erd10fxafdy2mw2kx5jpczwy86yj68uvyr7d0x74n8nta36hgp2nnlqsnpqw45;01;no;980023
erd14r6xlr070t80gc8khe7c47xwty0yy6f5uezym7puuck4e89zht3sedu7zz;01;yes;222942434
erd1yw4wnufuq20lwu3uule7ftcjdvvt7sw6547fuf858kp33667muuswa5gem;01;yes;40029279
erd1gn2l0vgq20jym677hghx4mx9g2c58pezlr7yvx8nu5u7zanh663qsywqxm;01;yes;104257918
erd1v5a4m9hmccpdsndzhsx57vm0hhc4jvyuuna04fhukj6p8kvy9ntsqcrxk7;01;yes;950522481
erd1dr65v8ja5cnn3e0386e4645qt74ulmk5waxssl39zapm4x6pyagqyts9hv;01;yes;1143413
erd1lryms5555acu9d70luvaaj2v364f7qxmum6t3s8savtfqkfc3vnqzds3vc;01;yes;178473162
erd1xglcc5ge4kf7fa7utggx8fqzuec4dgtw8ezplhhvu08y2s3cz60stk4xtp;01;yes;13023839
erd1dq4vggpf0yqv74ukfpaazt4ahs5w06mc5fyv4xyjw5vgn5zg9hgq9eehfw;01;yes;115216858
erd1ptgt7jfqs6s5cdxtnadss6u5e43359eq2vw2r7hlvm88tdp3rtmqfasr20;01;yes;10878649
erd152hkhmjcd7y6zue9tjjf7pwgyntnqwmr3n3mn46wnnxr7hqxkdfsupvpva;01;yes;16541742
