erd;proposal;vote;power
erd1cvhl0258a6syrq4uhm3qycmjxzcw54n7ksdw4wfvk9jrqc3grxusyr6mw9;01;yes;13040723
erd146t28q0g72clw2j0jt8897m86mf8xl02pdlgqcuz22ywac8fc9rs947cus;01;no;729155067
erd1r3x7ccufah7rn00ad4uwlxqms9aqaps60r5an6x5y0ha90eezcuqv6vndu;01;yes;12385453
erd1ll4x277296z2jcuf4w0pd5f5mzm7d67s69h5mk3ghx5ddr2mu9yq3jkya9;01;yes;2706070
erd120t4nkvqz5462k8g2t9x608n33j82wz4scmcm7nh63ymhkefr6vsw8pvqj;01;yes;2210384
erd1a2uyncx5x795kughfkjjwjwhtf0sgjayjrl9d97az7ssu6jwpkyssla9uu;01;yes;3114629
erd1qskygfe587myaugnf4ruc0lqk04n08mafm5wtxq8nsj4h0w68cts8jc2dl;01;yes;68230684
erd1kx9was2g2cvrtw5g2m2fdzlc059c9es7frmzgagx8uw26uh5ac8sd8gc8r;01;yes;3286374
erd1d7y247am0gh3jcdc9jykragrpzw5m6u43gy8g46trm9uavd39aqs06gt7r;01;yes;10028320
erd10jm9p6r4wr6zzxlkqvyusgfa7pj2468nr62akedzxwg8wa4xq2lspt0keg;01;yes;7838880
erd1msu9azs2n23vkfgsjucqrtd7zdgdqlfq5d8gz4r6jmvywwwvejyqwak8h8;01;yes;6298023
erd1uxu50qgxv3wcjv7nglffnzg5dhdm07jythk36365hcn9x5wssxmq2k3je0;01;yes;218209484
erd1a9xw85dzc35whfxz0lxslylpj4a8p6r4m20cdp87mxw2lavq73jsch7dce;01;yes;180615672
erd19ky8m5qx9rteletfg6a642pxqujt29aye2y8cjxx0y4kmx0s3mvqjp2d3e;01;yes;49467911
erd1aps80642rqpvn56fur4efh220ucqpps8zgtyx9zt84jm0ezsh38qy9st57;01;yes;12660868
erd15afpjh9tgqsjp83jsdz64hvvews38v7ek0k8q82vag373fdvym5qfy22vz;01;yes;69957407
erd15qtsq7hy263rhdx30cef5pdxqmxx7v9rs5c69lp92adsllc9kl0qmt8v9h;01;yes;29028
erd1lrmeswx485997h0mjyhgwc7khqjj45e0jvfq7ehxuxuu7e7y580qr6kvhm;01;yes;177784857
erd1s6zykchytv536a4j04yq30t9dp6fqwrw8mvpjpvs4c4u0pcugpzslhfqaj;01;yes;32602170
erd1sramn2nggf56e9ugkanrhl6mrg58xc3y5d5hzadvhd8zua5h5h5s6zxp56;01;yes;2646755
erd1h3vsprx2u7u327v6qame85tmz60cglscc5wg2wk9rrttxwx9nxhqck2e2x;01;yes;10438563
erd18hl3twh590shcs4mnd423zdgfgdfvvla2k9w2zqcvat2fy8m8v0qcxwazh;01;yes;581933643
erd1h45vmlzhw7pzqcx4xaxr62n0uuas3m9ccmc39l0r4l7lhle9k78sgghfay;01;yes;44975566
erd1gsw3q3cp8axfy08um6xpd8rxsn0j27ec2slc6v0z05kqslgknzksl68gg5;01;yes;100000000
erd1xg9svlh83xwls9ut9eusn893c9uljzk6xajql5uvg53gm6jcg6xs8p9dm8;01;yes;10456265
erd1lmyhd67tle5hazz0vplchzvten6rqjzzpph8960atqwaes5duclq04m5gt;01;yes;30336440
erd1y7jwjlm0vpnh0vv4dkl7y8ahlhngrmlr825560mwm78g3pascxdqczl925;01;yes;43012477
erd19elarlpev7gy6ye3afcrhef5xxsuv65np3nv4rfy4fdwg4a8qpwqxz0nh4;01;yes;13919748
erd1v0v5wthfm629guy34us0hznh4eadm2lvp3egjpq4plf2zmv0d8zq9nkq5e;01;yes;38875500
erd1phhlcnsp6vww956jz99tjj73yalwkm86eltpnffemlucnddm2l9s8t59kc;01;yes;8069669
erd13t7qspvcl669jw2jxcna9cw0855a6m8mdafr52ssyppkun0fx93qqju2ny;01;no;10
erd1pg4wgugp74ge5caqprwth8u8gy6rplawd8hzwauhlwng4c508kasuu0myy;01;yes;2194728
erd1lduwusjkf7ta2r6qpup36ze8whgxgk35tmwjqgfxz53krjrxfsrqu8ywhv;01;yes;147194689
erd1ve2jekzgdeg2mvss8su56p0huuqkr7rjp9cl94xy65y9k3mxlp9s5uxtfe;01;yes;10122559
erd1uymk3zta7gx9kj5z8hzxsvkq366qwyd48fs9re4wyy4z6maznkrswpglck;01;yes;3618431
erd1ve0rwc3kq62n4w5nkkyrns2vn3kvv6s79xvvjsy629q9jsuc2rmq902x08;01;yes;3423596
erd109jnk503xqmmtgexqx0aa9gn55zfa8jlrmeg3qepdsdwu5tzqt0qxuz46v;01;yes;14616600
erd1mrzx3qwn05utjjeardffm2yrpp6nnkage2gpv7nm079728dtg5zsxg6xt7;01;yes;553764365
erd1ec8humnm08j8xnezej29k6275yyxsj7jjnwwqhsyud5uh0rxmn8qwg97gd;01;yes;103169040
erd102thkjmz84vc6u87zaeyxpzfcdh3gnrtpm8c8fll4up235re38zs9vl8dx;01;yes;2851
erd1u87z6wzy3uxek5llyanpn0g38al02zm8fz9pdvq3dhcly3vxxrtqv67g3u;01;yes;407362
erd1m56tmzq4qwd0ync24c2fdenwzslhlmqcaqywl2z0kehftw4tm2fqckg2au;01;yes;11479335
erd15srqgxwf965u5n6vdgyzjyxaflytwv626lrlm5g9v875ntrctgjs03qk05;01;yes;15000609
erd1e6c0emkucfyzn6s28w229e4ddp07j3497gckewnm28xfqhqqttvqzr6ygj;01;yes;102038927
erd1kuvdscuetuvhs3xrh3wewuprfmk9y74ceuf5j5rrmc9frjc3lyvqzrzu50;01;yes;96852535
erd13n3gjd802d6yszj3pyvfs76jent67nz43rppx44pn8luafzdmwrqhddggt;01;yes;116665744
erd1uhzpt7y4n2ulra287dmq4dmv9t9nadmsm6lywcnf9laeucnmd3zss2d7cc;01;yes;6278756
erd1ver7fgc4mmste3u75us7vwxj9m408qe5emshjvw0mgjsy2r0k9pqy5ydpe;01;blank;537761382
erd1qcksrd5rrgnxxgl2lhahm7xt0699cw8fhk4mzd99qrffd7c72nxq48s24m;01;yes;30245887
erd18rt26j57fyjw45cjkarlzdedavz26a5wtlxn5alx9uhfn2mfpycsahvaft;01;yes;679122337
erd1994af3uwfetfgx8lw9twah0vczv5ymaqj08cs2m52hfxq3dqmcnsldfhgf;01;yes;109270880
erd1qw0utr6lgajqf729944g47l5a5vkwzjjwsm08zu0ttevugtwcefqewasve;01;yes;2095372
erd1294ju942egplxmw7mlslqytr4p5t0efa698prseke22w36a0cgqqprf5ua;01;yes;3952408
erd1sxe8xg7ed5xgrrhhm9nyanq5vaud68g9t6kysx98xvyh3gzm3ygqfg9508;01;yes;3709428
erd1q6mxxt5pzvdhgtnpyrg70rfv6m656w8t8ndgj458lvlx3gtu7a3sayn65x;01;yes;35207363
erd1m792qkfc9zaaykf6yhyp8zu8sq7lyhlkf7w8yeaxvnddcemlzg7q2ejrgc;01;yes;325914956
erd1366lyhswllr059z0yhv2aeprkfrw3aqy426wzmgatfuvh9q2xaus4uwzmf;01;yes;478232804
erd1z2fejeltfmpjagt5z6uamvypey96v839tk38dt3yrq8lkngcfzmqs0932z;01;yes;152016195
erd1jvr72uzyqtu5narpmrlk6jnp2qauw0seu9zh3u6hmm3ds7z52hesh4kayu;01;yes;117134184
erd1hl998ycq6e542vf2hs97lt03gv25vnptawpt4065sp8mf4zdddqs2uw0gw;01;yes;68892236
erd1sxyem9nj7uklk5fhg3ym6m90j5zmc9f63v3ac9s8twgdty83n9kquetrqe;01;yes;4658687
erd17sjdff6smqruc9azp8rueqjggzd7jfxz29uek9zhr3ep2gcjalkqkgu4lf;01;yes;33161604
erd1cwvptus402xndukhjsch4m9zf2msruzk5dyfypjprftdwm978elsg6s5ee;01;no;679205563
erd1exfrwd2ym7wmllcqymtue2uk6m4xlwx7ra0f20nyuxp6u9clxg8s5087ms;01;blank;809906
erd1vkk9dc4tu4j8wacykqy3fduereaa0qlxutk08ueklhvf6pvgjgasvfwc7h;01;yes;406743297
erd1hcmlc935w8ecg7p2j70ydja2j9p9uylfzxjmhene4thhjytg8yxsdga73p;01;yes;64201979
erd1g3ufcfdlnpamunzpaa4kutg3z7y9vtuqm3twpkh57ye2ppycgenseekdcl;01;yes;117859361
erd15zzg5y5e453569c2nhl2l80373mkzqgdxv7w9zw0364l2kl9z39sedjwwz;01;yes;52106110
erd100tzmvnww7pzwz9pc42a8l0h8qlpfgjcmmcwu8e0r3y2exjs585sxn3vxw;01;yes;99990250
erd1xppwr965uky3zz3qvcnas45vmq50r7r39eaaj83fcg9m8rhl9tdsz22w7c;01;yes;14526408
erd1uwvqdpetgq7nct4h8wn2wfgp3afnhw4m0psked0nk6qk65mcenfq838m6j;01;yes;229313341
erd16zrd4pzr7n0jrzx0u4wztukqt49sj7vhmewd5dy69q3n2qy2jj3q45c87c;01;yes;74394124
erd17gsxm78t48hx9jk8jeh2z6npy9pt7w90re4hkk4wl4e3xrg5y0xsmpjlwg;01;yes;34040461
erd1r8q205rjgw5hsty9qjq2mvmky7jwzjwuzh0pqwfuwhklgkv2j9gs66kxka;01;yes;1348213
erd1659aetanga97h4hs0xehs08r5dscue406fxeuy39htkt73zuhd0qyprdqa;01;yes;15455652
erd10cjc72q0rja0hnsjsqfkduvt03pttdn0klsaf77qz7pf4uy2tfaqx7casz;01;yes;760988
erd128p7r6u7k857240w58xy5s5tsk068ja32a8d7saw7pe2cuskyrqq8syp0n;01;yes;57924397
erd1gs2rpvxs02xe9ql9z9nk9n5l3gv5eg3ggdd7qd6p9tsadckjfyzswz5xu9;01;yes;171956812
erd1pys4y0sxpx52r8737h6d79lg88c7n5znuec8px8f46py2jmqhgjqlafrfx;01;yes;9131843
erd1j3yh29fatmqffqtj7dkusfppnzj8eejld5m5n5xm48ug50k58u4s9z7vrj;01;yes;1200000000
erd1m0xs2mg7yeasyt6hehqrqk2gv83q70x6hmv309rkyh3kut2swwuqpkxphc;01;yes;24077180
erd1j4md8vnwrt6u0229cwv7996xwqjdtwzsfsqlfyzhz3glf3zzk2rqkfnu32;01;yes;3725557
erd1d3vzv3e3a2jatmc49308lsl55j04pqpyutxgnaut2gw800vks3rqn3mttm;01;yes;48069995
erd1kxhs42mwnr3kk44yd3q48sfy7rqvm6y3phefttt6rhwr0jyvwdwq557kdd;01;yes;18797551
erd12tnakp3jus59u5rwv7yuk2xsm4w990ls0sm8ysmz735zara0653quqjsfc;01;yes;42434394
erd1g0r6kxl6ywxeq0jhvpklkgmdcl80jsqexdkchjszcpx6n2hgheasuf77ht;01;yes;38854787
erd1tq6atq0qv4u92zxt0mvdnr5cu7yjv022zrxla7jjhye8h947vyqs6wc6e8;01;yes;9735439
erd1e0jgg57h2jr0tqx597s335qd26xrgk20vykpczwplr70nqz2u4ss0ngjhn;01;yes;118928711
erd1nnzrzazhxcrcffz2ct843fnlqsjvk74c7g5wkpvkn7uznjrgmc3q3q9efe;01;no;123373167
erd1gnfv83auj7ydavhu69vedfj787xgej5j8nshvj3ex2fcp94w7ggsrwdt6q;01;yes;1046191
erd1xt6wkgpzg0y6f2lgw3rllfs4ljv4r9tz0hnm9f2tpsudl7p23ruq4dfeph;01;yes;6191629
erd1jjdxvk4kn3qrh5vvhyaaz5050d0zunufeu8ryt23j0ysf2renvgspmm5qz;01;yes;122254949
erd1dx35rzj2w273u9m8n22hqr65qkd0szfa5s4avrzrqr6343uug5pstdefnf;01;yes;13634698
erd128cuwuh5tnph2g02p2exy2n5a5qvcycsukdh0es5kffente6kz9qgk7jj0;01;yes;144436
erd1yl2zzj6l5k947mmapk4yt50468jcaftlwmtvnv8ccxe53nq7f40s3vx8g5;01;yes;82202881
erd144zqxty4e6p7mfldmfuxnvjkff8whxqu3ql9w3446ufv6wn03mhs0824y6;01;yes;30760961
erd12dq4a64xjy8822q3qs0vh0sv362kx5ku3r5nhkv83v76hdj9cxwscgavqw;01;yes;2143389
erd1txxug9fqgg0rs985ekrqg00yyzx0tu9e87hnsazkpplngvxgwsrqzecd2w;01;yes;35768
erd17v974fa9nk7qpwsyx3taprvwnyx3cwynsa98e6djr77ppqjusx6s3fd85g;01;yes;114730716
erd1emj5qs8jzgwy8wsqtqeddadsp6pp34mxf4xpx2hmmyjeuq7ark4q7zz4qh;01;yes;751998462
erd1dxhntfqxrvv36urud2t0tsyr7nyrpvhr3n68xsss0nd56qayw00s8t5m57;01;yes;250193780
erd1utzqr7860qj0a0c35h7ec6fgp345804lspne3tngr6x9yfar7zmsa52frz;01;yes;9451740
erd1wvlnmf0ezrez64zncurwk822r47s598xz9f9v0kyp5wc7fcztqqswgzhmm;01;yes;1241879
erd14wjl5la3wweqjhp3hv3vwkxd246a6hkpkpv5057ske0wszxuv9gsmajq72;01;yes;14787139
erd19d45kq5f6j5qqfe792nurcw9x2zye5d406uszxpyk9jpyet965rsjq3g50;01;yes;719428
erd1mp567q39xu8el0ps7g04kyhyqxc3wtlgrvt5t4kzlytx38f9wjasuw8xn8;01;yes;122675675
erd1t8344s6xf6lwpqg5ueg844fn527wrdrgkh225z68klw92zv2hm9qnuqtk7;01;no;20484478
erd1vr5upst49yj80zv8997f5vmmhzjtvkvw9dyew8cwv3um4ljga3uqpr2hrd;01;yes;12354215
erd146lmg3p70qxg2mqhh0uausdjpvd6tr6r0hfauwuh5zkmq87aax8qalwsnn;01;yes;20650136
erd1ljqdzs5kpmjm8vvxpndmemhqpww7kn4ewut5035gqg54m52370wqv6xc7k;01;yes;140292437
erd1st4gn9qvmjvjlcjayggsywv4320jl2mvnhcvtqr9vhy9ppkyalqs5ug8ju;01;yes;772077770
erd1zvg4xldm89zr5apv4wsf4jf5tkx7l6vjppxyfctfc2jaf2u842ysl75wnk;01;yes;5469600
erd15e0w3enez2l4f23gm53kqk6y2vdm7nch004nuc5smww7yelhzjvsj5rjyw;01;yes;100499827
erd1a72u66kkdvcnq5jh5wpl6n2f66nfl8dkxuy9quvnajt0juhn8w0q3823ug;01;yes;63925240
erd1vjkjzj56tzmr3mjgmn9phhec7c7q8cy03z4ydf5dg5s6g5qjc8jq56l5zs;01;blank;5521096
erd1e0czrfyrlz7sqq4f6xphzwtszyx3j5dmcg9tf4a2ue2fc6rwex0qtevcze;01;yes;40071188
erd1qjlu8anps2hhhw2p0wyfuaawa63awgl6pzuh6fh8tkj7x7cf34ystznqxd;01;yes;9997974
erd17rud5syyk3g5w2ktach0muh64kx42g6l786su2yvmdevg66m49qq9jrlp9;01;yes;765725064
erd134zu8sth382khl8ndpnpkn829yvlqa4tc2fwp0sfll2znvt7nd5sz0085e;01;yes;21007344
erd1p8dxgvg5j09uprxzusp0a09urz68x832d870jgf4a4sl7dwvlxqs0fy9la;01;yes;38828459
erd1v228tz2j2ft78whnj545eg4s5260mp6v5z95xr5ypgk9ere32v0qc447hr;01;yes;489752
erd1x9wetkx246dj0h7mlcjppyc76d2xmymmexcyat5s50xzgcff5cxsn0jzgx;01;yes;1125075
erd1wn72ttl64axn6q59a5tegtqyk8yk6f3wj23th0p7nxw85ge6au0smxh4we;01;yes;113182096
erd173q8w46744tflxr4pjvtelc8279clh69v76fa99fv52s6txu9qsshyu9wg;01;yes;17389450
erd1j277km28w25fc9q7maqydstczyl08f2mlrvsfqs2g8s0jrepv87spfaaz8;01;yes;4175677
erd16wyesr6ut8k55smwvpwtga7zqhn3s99gkwl5pedyf0xkm7dmrewq8hs70c;01;yes;43667381
erd1hphr8xfc4xgg3znce8vcckchvapgujczccyq7elt5sjcjld6tuaqxummfs;01;yes;89828525
erd1pjgkaaq75vfy0mx5qe9xv9n8ef4zsg3jd24s593clg896zau4h5s6ehxpf;01;yes;7961938
erd1rkg5p4e7gle4nnrc2ygyefp8y3tffpjgdux4jtqjwd5warhrgkjqqzw2m3;01;yes;17574315
erd1ey6kr8y2psu90sz6tzr0sv6gt4tr3zyrsl093f2l0p4yvrsyxfxsycemjh;01;yes;63061897
erd1rxullwjk6jsv86rwv50a3nkchsq5e2jwmdludmt3yyj3fn5eh0csx7qefr;01;yes;244629275
erd1zwrdpt7n4hqnxlex0k27kqmz6jl496g6scz6gg6c5xacfnvj090sz54pp7;01;yes;99895561
erd17y33npv79xr7adyrndsw3rkfkw7yp5dquf3ka63akkv9hgvwc34q3alp7c;01;no;182973261
erd104jxe70n9x4sx9grcu53jlvgdkgudaa9frgm47m9dy4w2tfzydkqsqmlrq;01;yes;82812673
erd17d70hxg9s0f9gz7n9wqguvusuhzftw4xwx02jlja2x8wqupv7cqskcd5vh;01;yes;10612084
erd1yg4zuusyzcj02ayyva8qjadfjmv49ly8kk0d57zuq244mx4qu6wsez25js;01;yes;140299
erd14qqefhazlg7j7ea5v58vfzen3y6wycpyzjle7m24mx3nae9vpz9q95atps;01;yes;175347042
erd170ju2408nnrzqyclk69zqdqx4jwvaqd3u6n9hvv4fw5war7khhtsgjt49e;01;yes;31852386
erd1pu2teskak3jq7tuvjhup403t4fxv4dh666m6plykf5pjyem83szs9yyj9p;01;yes;31506540
erd17cyf2h39x593htpe0d7a2su36r46ena2cplxlva4mlfzuua9xyms26gxwq;01;yes;648124229
erd10dn9qe6h474ur39p7m9v46mpue4kenw5rwxjuej0uz3vl0nmrhcqjp5dcu;01;yes;444438
erd1y6h64pe3wrppfwxtpjntac53eyee3f0j6ykwnptwxz2gqr8smg2swrhvsl;01;yes;84364758
erd1fwx578h8k5nanlrs9xkjh87kdpzkffs2je9zz40klxz8was860lse3nhjp;01;yes;162254
erd1pymxzwwhqxmf4tahf4ghj502fw9gc9y6a0raamg7ga73tgrhxr6qxjhw5q;01;yes;3575099
erd1lcqpr3v37wx0kfq3yz649d4kgdnldx6spkr357w6vresd7quh8rslun9rk;01;yes;95542080
erd1rthhtvwlyw6lgyed9uz3yyqsn8x02rghtmuuv9r2dplpj5qtr88q9zlmgc;01;yes;5486305
erd16apesw54wesf4tgsfhqj9r2fkkyyzqkgsratw6q6vk8dkwefyqpqmymc0a;01;no;12442835
erd1mk0q3cwfsmtxt53zpsrspefhu5gftt5pxj509r2wzt994ur6wf4qxym4et;01;yes;27218546
erd1qllndvpx0ucy2949z8a6pg2uw7k8lymtkh3vz5a0ptn8kfnvau0qlms8cx;01;yes;589626907
erd1h5uez6kfdr5p0cj77x9uc77gk03c0h0ejymjk67hdvpwy0gefcgqfc83yg;01;yes;151344698
erd1jygsrccuphwzlayncjqhp4sdu55ernuquudc7pwtgzkq5a674hkqeffct3;01;yes;74794878
erd1n2gpsmvkad80j4yqamrfq4f037se7ventz5nn733xpaxzg45rnhsvghndf;01;yes;15842477
erd1w4uqsptkzh5xa8tw82p3ansa939e0mjd9zgl2xswffv80a6nzpespx2qmf;01;yes;223505
erd1lexrd5eh9c3up7atqud92anyp7t9m3jnxyq9cw95kfjjtvyctuxqnzljgg;01;yes;2979770112
erd13ed3dlg8df4dmhw6kdyfdua0rnlfm590adkumn58hsdcflcf2qts23q7nu;01;yes;220067943
erd1yfxugjat8a52a08jl92st5vn3hr5n8xjttdfh3xdwr6cjveu7d5sk7638z;01;yes;3004718
erd1yclw4y72jxf3vuynp5tufs5qasht2830mr2u4pwannjafqukgllslg5tfj;01;yes;3520226
erd1gchltnt0umfls8fwhx79zxwclfms785xt4395y0d76vn26rlmz2qa2zg0h;01;yes;9311509
erd1zwc7k2u2c84qreyxunz2clx3kz5ek0kwyj9ruhy003a4ehc044nssgk7fd;01;yes;19784750
erd1y64lkcmp4tmej82k6ups9dlnx5z9z7caj9xw8wj0tmug2juz6sxscyptff;01;yes;1648677
erd1wzehpsuruu64whj3dqych23y699uwrpduxn6sxl5za2jxlk5tspqq0r62t;01;yes;257407519
erd1dw5jguag6vju6g4uyxvp5u6hw3438ts7x26vxw2nv40clfukagkqxq9are;01;yes;94285147
erd1cqqknefm0pgnym9ewjjlggu5kjj4y225sjjxzwvfhf4uj8q37jzs05n4xv;01;yes;75145102
erd1vst4ks54qfvz8q8cdguazdeu9jx3lqlt8vvh7har8kkhvuyvgm6quv6m83;01;yes;67740227
erd1yrjvh5t3ythh8w9d3fr3gxwa89qma8s60zuh0z4d32udaxlx6jls7gvayh;01;yes;72531394
erd1le9lm97vlvepl6d05uqv8nqqd6cqr45slw8sfgccjcj9syypkyyqqvfqf4;01;yes;18282222
erd1xn560r77w6gt58t9q2xk9y5hlukswqmjplty5wn73eleg7snv59snhls6z;01;yes;189406518
erd1nn6f55d9wdnst0xnzgeuf503y2s4q0v3wyz006eyspqk0kuaxggqjsmt85;01;yes;119112640
erd1hgzcngylewuxp8uzjl4t97mkg8nhlpp0t6tu9drjwt29neqrk9vqq0s4gr;01;yes;4603133
erd15p064nsee6mm2alnjjrzwujq7lh2hwqhakx3y06aqfudz6uawy5s6pxwvg;01;yes;6677082
erd1qeed8rqnscm3r34ht5e6ep2qlfhmj3fxkrt8hke675y6fzq2rnwq3njcww;01;yes;279803
erd1przxttjy3xcdal5sc63mgqw9ur4hlgqntsx8e535sys25mv6dytsaktf8t;01;yes;2843398
erd1eq32v78p7ervmgzhf4drl437cesxx367ghaqmslqchk8f9asrkhs8gfymw;01;yes;6235574
erd1xx5tkh9zgmkwc4p769dnr7j5ga2k2rhqn5r4w0552ud6wz2trreq2e94rn;01;yes;2612924
erd1330yz6up2zrjgztsm328ua86n2wr8hs4v43r2j8c8a93psx4592s94u2up;01;yes;21931570
erd1drj8knu39uhrfmvp8hu3rn8t9es0x5kwgaywqke0sg5ap8yg7f3st2d8eu;01;yes;4689535
erd1tgv592wk7w0j7c6sfp5zrl96ec9q4vymkzczjk3e5wl86er7gfxq07fhfv;01;yes;22423781
erd1gjay6chp4eauzggl2vvvh9fmd8lvlfuc42r7q45hf7par8ukcqvq8l3xmy;01;yes;9202203
erd1f552hjrpe2c2dvkltu8z94pt6kva83gkvqp3het7tygl2u2r3xgqtzjxu6;01;yes;10902547
erd1un78gxxx74252fq9m07mhj4y592fz98zeldkz80euvm7eehrsteq396ha7;01;yes;19023874
erd1uu6ntl69egwp4wxl4m56dctfq5vcl8qs9yfpyzw7vyhr8zn4amlslp4k4u;01;yes;37555781
erd1dxj3u25g2cn008d3ck3ra9kr2hpjj43xdj9a0j2t6auum2q3uelssurng6;01;yes;3209003662
erd150lhp89uv2au0mvt96kysta2ey27gk5veruefxvnq8gz960q8ypqzzzlk9;01;yes;343152053
erd1pncnr49xksxy0hnrngfpnztzak46tl8hcjlqrmrt42gnr0ecff4swh6de0;01;yes;416307851
erd178m77q2rg8kvwdaysvw8ms35g7d236araugdwxer2ykxnwy662xs7xeega;01;yes;16605948
erd1lp7vhgswa7wmpaekjxqlvlmgnz05vje2krkkqhttkcndt5nndweq8qjsc9;01;yes;1796446337
erd1pjuufhkaktaz3x52965txu4q4pejjg00xd2z9xhk20337eh9n8cqlck2aq;01;no;126270547
erd1fcp39wqkapzq3lkel42javp48n9nu4fcxcrgrcgp6m9t0fmek94sxd3k78;01;yes;30398054
erd1kuqhzscz4ng379wvc8ucvhws5gqxqzc8x4nnlkj83s60j7wnvucqwcwk4k;01;yes;2729728
erd1uuaccrdmr64ecsct9g6gdqqakzdka0rj5yn9wzv72sx2kqnasa3qdcvxcg;01;yes;834093
erd174kk72xc7n9r66tcjy6t3rwnklvhpfrj5cks4f32xx87ywjnuyyqw2awk2;01;yes;12716939
erd1rcllkhsay0yl49n05qvzaq2t8fnz26kfjqely79g6hjcg0r580cql3gv4n;01;yes;80096625
erd17u46z26rq9hdw9e6kvataechcrj05xydxdc9zqc9ft6vcmmf8p9s37d9wg;01;yes;670927867
erd1yh29uazd4ygw26v5sn32rs33e8m69v0hcs4f80qe4wtss64sr5eqha8fvu;01;yes;433991
erd1r2ztujlakjfk7pc84md5qwr3fl6cmy0qu2l0puxm6n3kq7crrvlszz6h24;01;yes;189948168
erd1xn2r9v2st0qytexvtt05r034uchl26gw2hygc8kh8a02ymu9v9gsfuw2mx;01;yes;8031
erd1jty3y84k3jtsra8uju5nu7f7a88yvs9jvgzma578sf80zdsx364swjqzmf;01;yes;79931374
erd1kguwktju4pqf2lqrkk8ckgfxcv3r22phrzas7nm2k7f3khfnqmls6kq5tj;01;yes;52979604
erd1kh3etzwvkrr4fy667t346vythhmceaxdd0w42vhyap7vq8d4frfq288xhz;01;yes;74851412
erd1pnn8zvg8gwm3uzxy7md24dcjneuyag8hwsyznn3ny4qvep9fzexqy8c8a0;01;yes;33782
erd1cjcwnla7vf4mruarq2nzng9qe30gej6wasgupd6hn7tu2qamq2gsct0qhd;01;yes;1766541
erd14yyckp34cr8nqhzf66ms55shxamyqa9hzg2mlnr6h6z67h24smgsfpu7zu;01;yes;5407194
erd1hlxp3d3f9ndzyr2gsg4k3xqruxy82g79d2g506tr35k9scgj3kyqyfcz0a;01;yes;9056151
erd1vamf8uuqaqa07r003w3ecmajm84l4qdjy63pdzqmpamp9u5qz58smk7wt9;01;yes;11746286
erd183gqdxs8s0vgef4lv045mn44txkfyxhfax6xs83jegsauhyq3yaq55k2lf;01;yes;62809623
erd1mu64wtt9ap2gzve8g0cjwjhf9p82t64lju5vsxlqer2mh5umg7ss8azpem;01;yes;107626572
erd1j78uqac9c9cgtzh43maa4xrvzg8jfrac5jgyt88c3k0qhu2fh7fqy7vtw9;01;yes;33074182
erd1lga4dt6mgah4vt0j4lfpw4l577cgzf7edtrjzr0sagu8eqhclxeq0spq2g;01;yes;1922430
erd1uxg05e2uuu2lkvark6e4edvpsl0l7zx0h2r6kvdnth8krj59l9aq86hx4y;01;yes;374026800
erd1ekherd9jk6us7g29qvx55c7x8mfpud7f5thzurh49r7jhny0hr0q60ajfj;01;yes;7339689
erd15399j7m6nl2ye3mtr5wjg8y656zt9qunrrttrtpt5c3597p2evequwla6g;01;yes;23037392
erd1feun8mzf6fvajf69hm9pp53uejvtg2nyl5zqs7xnxv8ev6zrdktqe399vn;01;yes;2310125
erd1a9csye0xnmcg2m33s8d6vxm6y9yeaz8w86c8xn8scmlgu3ec6r8shuslql;01;yes;87171501
erd12w58a6camwlvhjtj5mez4jndkd8x4ddffazd9u0ddnn37yhnm9ysrgwrj0;01;yes;91518502
erd17r0euncwhxpgd2yphy4pff7szeac776zv8xxw6ra3wyd97sy940qzyzp4g;01;yes;77003174
erd10p9lp33egh2tut3xyzz89lrt0uhfy8gs5qzl890xpetrtugurytsk5qngu;01;yes;4110180026
erd10edhtj803rdh42y5spt8g72qzaet0z4ejsn70gmevgswqzx7ahvq6x38gj;01;yes;20610717
erd105t9h67n7lut8leawlfdm74t6lyu43kst6m6g2fauq9hkfyg5wpq7g0d9y;01;yes;5793949
erd1jy4y5yzwk8r3d8agvrwpenyxvzw9xnq8jskcu2jxg33s6fkw7yjsusujpc;01;yes;6588786
erd1uje2m7mgh55gvvtwl2uml44avmt33cxz3637alx64x9j36zdvpgqhrxnl9;01;yes;22907493
erd18vs5q5gpe88m8p0q6a56w847vaesvhmcrhndw4taddehar45dzcs352cw3;01;yes;5348615
erd1y6xf0ruuhf4897zlf20emrjaxgl8dx04wqsgh5w5xct6v2d36z8sleqm53;01;yes;1544016
erd18l02evfs00twvzwele8v430ujg65uepjnu8at7vu26l06mmnvglsc220af;01;yes;25548364
erd10ypuj83z6zuk9vg59e0anlmy8jzt0akxu9elxmvuhauk6nytpctq4hm7vq;01;no;5579868
erd1gmnp6yyuq78m3guwy6fg858khdqwghgw5mk7ejt0jz409v5yk8gq73grxz;01;yes;113777260
erd1mvtq3rcsh63x8rdu5hwwlmczrcmmcuudhf828qxs6edeer08asgqzadv72;01;yes;151682358
erd1me20r2lv985se7qt4m2q6g8tvfqlzpwwkkxtpfyl2m52z3ethn7ssuw7u3;01;yes;3774798
erd1qp5gaana3qvcne03jhzxcfr8m4sdn7psuka9afudd6fm9w2ncvks9tkkwg;01;yes;59680494
erd1pdwrxmua0zzw04rfrutq4hheqmdd6fuchpz0z7qun8nrf4p7y4cs2aglq3;01;yes;9775381
